country,semana,total_registros,latitude,longitude,temperature_celsius,wind_kph,pressure_in,precip_mm,humidity,cloud,feels_like_celsius,uv_index
Brazil,2024-10-06T00:00:00Z,7,-2.0833,-58.1667,24.442857142857143,4.571428571428571,29.79,0,65.28571428571429,16.142857142857142,25.914285714285715,0.42857142857142855
Brazil,2024-10-13T00:00:00Z,7,-2.0833,-58.1667,24.685714285714287,3.9571428571428573,29.818571428571428,0.014285714285714285,67.42857142857143,35.285714285714285,26.17142857142857,0
Brazil,2024-10-20T00:00:00Z,6,-2.0833,-58.1667,25.6,3.916666666666667,29.741666666666667,0.03666666666666667,65.5,49.666666666666664,27.016666666666666,0.16666666666666666
Brazil,2024-10-27T00:00:00Z,6,-2.0833,-58.1667,25.583333333333332,4.133333333333334,29.738333333333333,0.0033333333333333335,52.666666666666664,27.666666666666668,26.483333333333334,0
Brazil,2024-11-03T00:00:00Z,7,-2.0833,-58.1667,24.728571428571428,3.757142857142857,29.742857142857144,0.017142857142857144,71.28571428571429,42.57142857142857,26.314285714285713,0
Brazil,2024-11-10T00:00:00Z,7,-2.0833,-58.1667,24.514285714285716,4.428571428571429,29.735714285714284,0.2957142857142857,78,40.42857142857143,26.34285714285714,0
Brazil,2024-11-17T00:00:00Z,7,-2.0833,-58.1667,25.228571428571428,4.114285714285714,29.74142857142857,0.06714285714285714,76.71428571428571,57.57142857142857,27.185714285714287,0
Brazil,2024-11-24T00:00:00Z,7,-2.0833,-58.1667,25.02857142857143,4.385714285714286,29.80142857142857,0.06571428571428571,71.57142857142857,29.142857142857142,26.642857142857142,0.1142857142857143
Brazil,2024-12-01T00:00:00Z,7,-2.0833,-58.1667,23.785714285714285,4.5285714285714285,29.81142857142857,0.15571428571428572,83.85714285714286,71.42857142857143,25.8,0
Brazil,2024-12-08T00:00:00Z,7,-2.0833,-58.1667,23.785714285714285,3.857142857142857,29.822857142857142,0.2642857142857143,92.85714285714286,63.714285714285715,26.25714285714286,0.1857142857142857
Brazil,2024-12-15T00:00:00Z,7,-2.0833,-58.1667,23.271428571428572,3.8714285714285714,29.84,0.05857142857142857,95.71428571428571,72.71428571428571,25.728571428571428,0
Brazil,2024-12-22T00:00:00Z,7,-2.0833,-58.1667,23.771428571428572,3.9,29.812857142857144,0.3742857142857143,88.42857142857143,55.42857142857143,26.02857142857143,0
Brazil,2024-12-29T00:00:00Z,7,-2.0833,-58.1667,22.957142857142856,3.657142857142857,29.81142857142857,0.38571428571428573,97.14285714285714,72.42857142857143,25.457142857142856,0
Brazil,2025-01-05T00:00:00Z,5,-2.0833,-58.1667,22.560000000000002,3.88,29.826,0.022,96.8,81.2,25.099999999999998,0
Brazil,2025-01-12T00:00:00Z,7,-2.0833,-58.1667,23.02857142857143,4.342857142857143,29.83,0.055714285714285716,88.85714285714286,45.857142857142854,25.285714285714285,0
Brazil,2025-01-19T00:00:00Z,7,-2.0833,-58.1667,21.8,4.171428571428572,29.87142857142857,0.15142857142857144,96.57142857142857,78.14285714285714,23.257142857142856,0
Brazil,2025-01-26T00:00:00Z,7,-2.0833,-58.1667,22.585714285714285,3.9714285714285715,29.855714285714285,0.15142857142857144,94.28571428571429,68.28571428571429,24.242857142857144,0.09999999999999999
Brazil,2025-02-02T00:00:00Z,7,-2.0833,-58.1667,22.985714285714284,3.757142857142857,29.805714285714284,0.69,94.14285714285714,82.71428571428571,25.4,0
Brazil,2025-02-09T00:00:00Z,7,-2.0833,-58.1667,22.314285714285713,3.657142857142857,29.837142857142858,0.8357142857142857,98.71428571428571,87,23.742857142857144,0
Brazil,2025-02-16T00:00:00Z,7,-2.0833,-58.1667,22.12857142857143,3.9285714285714284,29.858571428571427,0.2914285714285714,98.85714285714286,87.85714285714286,23.6,0
Brazil,2025-02-23T00:00:00Z,7,-2.0833,-58.1667,22.87142857142857,4.128571428571429,29.84285714285714,0.4114285714285715,95.71428571428571,70.14285714285714,25.34285714285714,0
Brazil,2025-03-02T00:00:00Z,7,-2.0833,-58.1667,22.34285714285714,4.257142857142857,29.81714285714286,0.41714285714285715,97.85714285714286,81,24.142857142857142,0
Brazil,2025-03-09T00:00:00Z,7,-2.0833,-58.1667,22.34285714285714,3.757142857142857,29.85142857142857,0.41857142857142854,98.28571428571429,89.14285714285714,24.92857142857143,0
Brazil,2025-03-16T00:00:00Z,7,-2.0833,-58.1667,22.62857142857143,3.9571428571428573,29.872857142857143,0.05857142857142857,98.42857142857143,100,24.785714285714285,0
Brazil,2025-03-23T00:00:00Z,7,-2.0833,-58.1667,22.385714285714286,4.714285714285714,29.85142857142857,0.7428571428571429,98.57142857142857,95.28571428571429,24.585714285714285,0
Brazil,2025-03-30T00:00:00Z,7,-2.0833,-58.1667,22.642857142857142,3.9,29.835714285714285,0.6985714285714285,98.28571428571429,86.57142857142857,24.8,0
Brazil,2025-04-06T00:00:00Z,7,-2.0833,-58.1667,22.685714285714287,3.9571428571428573,29.85142857142857,0.4685714285714286,98.71428571428571,87.57142857142857,25.257142857142856,0
Brazil,2025-04-13T00:00:00Z,7,-2.0833,-58.1667,22.942857142857143,4.014285714285714,29.84,0.34285714285714286,94.42857142857143,53.714285714285715,25.428571428571427,0
Brazil,2025-04-20T00:00:00Z,7,-2.0833,-58.1667,22.757142857142856,3.757142857142857,29.79714285714286,0.16285714285714284,97.71428571428571,82,24.9,0
Brazil,2025-04-27T00:00:00Z,7,-2.0833,-58.1667,22.728571428571428,4.371428571428572,29.814285714285713,0.20142857142857143,98,76.85714285714286,25.242857142857144,0
Brazil,2025-05-04T00:00:00Z,7,-2.0833,-58.1667,22.4,3.8142857142857145,29.844285714285714,0.16857142857142857,97,74,24.942857142857143,0
Brazil,2025-05-11T00:00:00Z,7,-2.0833,-58.1667,22.728571428571428,4.185714285714286,29.858571428571427,0.28571428571428575,98.28571428571429,87.57142857142857,25.257142857142856,0
Brazil,2025-05-18T00:00:00Z,7,-2.0833,-58.1667,22.685714285714287,3.9714285714285715,29.861428571428572,0.07857142857142857,98.42857142857143,95,25.242857142857144,0
Brazil,2025-05-25T00:00:00Z,7,-2.0833,-58.1667,22.814285714285713,3.7,29.894285714285715,0,93.14285714285714,68.71428571428571,25.21428571428571,0
Brazil,2025-06-01T00:00:00Z,7,-2.0833,-58.1667,22.47142857142857,4.071428571428571,29.885714285714286,0.03,96.85714285714286,80.57142857142857,24.242857142857144,0
Brazil,2025-06-08T00:00:00Z,7,-2.0833,-58.1667,22.4,4.514285714285714,29.875714285714285,0.4685714285714286,98,93,24.571428571428573,0
Brazil,2025-06-15T00:00:00Z,7,-2.0833,-58.1667,22.62857142857143,4.171428571428572,29.90714285714286,0,91.42857142857143,48,24.242857142857144,0
Brazil,2025-06-22T00:00:00Z,7,-2.0833,-58.1667,22.32857142857143,3.9,29.862857142857145,0.005714285714285714,92.71428571428571,50,24.02857142857143,0
Brazil,2025-06-29T00:00:00Z,7,-2.0833,-58.1667,21.92857142857143,3.657142857142857,29.92,0.29714285714285715,94.28571428571429,56,22.985714285714288,0
Brazil,2025-07-06T00:00:00Z,7,-2.0833,-58.1667,22.02857142857143,3.914285714285714,29.93,0.12285714285714286,92.14285714285714,53.142857142857146,23.014285714285712,0
Brazil,2025-07-13T00:00:00Z,7,-2.0833,-58.1667,22.357142857142858,3.6,29.89857142857143,0,82.14285714285714,17.714285714285715,24.32857142857143,0
Brazil,2025-07-20T00:00:00Z,7,-2.0833,-58.1667,22.84285714285714,4.057142857142857,29.858571428571427,0,81.42857142857143,24,24.985714285714288,0
Brazil,2025-07-27T00:00:00Z,7,-2.0833,-58.1667,22.242857142857144,4.057142857142857,29.888571428571428,0.004285714285714286,76,33.42857142857143,23.457142857142856,0
